用户id,差评,好评,中评
70493,,2,
70495,,1,
70496,,5,
70498,,2,
70499,,2,
70501,,1,
70503,,1,
70505,,1,
70510,,37,
70512,1,,
70513,,7,1
70516,,3,
70519,,1,
70521,,8,
70527,,3,
70530,,1,
70531,,2,
70534,,1,
70535,,2,
70536,,3,
70539,,13,
70540,1,12,
70543,,12,
70544,,2,
70545,,7,
70552,,3,
70555,,1,
70556,,13,
70557,,1,
70558,,10,
70560,,2,
70568,,11,
70569,,2,1
70570,,5,
70572,,1,
70573,,1,
70574,,2,
70576,,2,
70577,1,,
70581,,2,
70584,1,1,
70592,,4,
70595,,12,
70596,1,1,2
70598,,1,
70601,,4,
70602,,8,
70605,,3,
70606,,3,
70607,,13,
70609,,3,
70610,,1,
70611,,1,
70615,,1,
70623,,1,
70624,,1,
70631,,8,
70632,,3,
70634,1,,
70636,,16,
70638,,23,
70642,,1,
70643,,8,
70644,,1,
70647,,7,
70650,,3,
70651,,9,
70652,,1,
70654,,2,
70657,,10,
70660,,1,
70664,,17,
70666,,9,
70668,,5,
70669,,4,
70671,,3,
70672,,2,
70674,,1,
70679,,3,
70681,,9,
70682,,2,
70683,,6,
70684,,6,
70685,,2,
70686,,3,
70690,,1,
70691,,13,
70692,,2,
70694,,11,
70697,,15,
70698,,2,
70699,,5,1
70700,,4,
70701,,5,
70705,,7,
70706,,1,
70707,,7,
70709,,3,
70716,,5,
70719,,2,
70723,,2,
70724,,3,
70726,,1,
70727,,4,
70728,,9,
70730,,1,
70735,,6,
70740,,3,
70742,,11,
70744,,8,
70745,,10,
70747,,16,
70752,,4,
70754,,7,
70755,,1,
70757,,2,
70758,,1,
70761,,1,
70764,,1,1
70765,,4,
70766,,,1
70770,,9,
70771,,2,
70772,,4,
70774,,1,
70778,,2,
70779,,9,
70781,,1,
70782,,4,
70787,,4,
70788,,3,
70789,,5,1
70790,,,1
70791,,1,
70793,1,,
70796,,3,
70798,,1,
70803,,7,
70812,1,4,
70813,,3,
70814,,7,
70816,,1,
70819,,12,
70821,,3,
70825,,2,
70828,,8,
70838,,1,
70840,,2,
70841,,3,
70842,,3,
70845,,4,
70848,,1,
70849,,1,
70850,,4,
70852,,5,
70854,,5,
70855,,8,
70856,,2,
70860,,1,
70861,2,5,1
70863,,4,
70869,,4,
70871,,2,
70874,1,1,
70877,,6,
70881,,13,
70883,,5,
70884,,1,
70885,,4,
70887,,19,
70889,,1,
70891,1,4,
70897,,3,
70900,,1,
70902,,34,
70903,,5,
70906,,3,
70907,2,,
70909,,3,1
70910,,25,
70913,,21,
70915,,2,
70916,,1,
70917,,10,
70919,,32,
70920,,6,
70923,,11,
70924,,17,
70927,,5,
70929,,5,
70930,,1,
70931,,1,
70932,,7,1
70934,,1,
70935,,2,
70940,1,1,
70941,,,1
70948,,1,
70960,,18,1
70962,,2,
70967,,17,
70970,,7,
70972,,1,
70974,,2,
70976,,8,
70977,,26,
70979,,1,
70980,,1,
70981,,13,
70983,,2,
70984,,1,
70985,,1,
70986,,1,
70987,,1,
70990,,5,
70991,,8,
70993,,5,
70996,,1,
71003,,2,
71005,,3,
71006,,15,
71014,,2,
71015,,13,
71016,,1,
71018,,8,
71022,,3,
71023,,17,
71025,,3,
71026,,2,
71027,,2,
71029,,1,
71034,,3,
71041,,1,
71042,,2,1
71043,,1,
71045,,1,
71051,,23,
71054,,3,
71057,,5,
71058,,7,
71059,,8,
71061,,7,
71067,,3,
71068,1,2,
71069,,10,
71070,,7,
71072,,5,
71075,,5,
71077,1,,
71081,,3,
71083,1,5,
71087,,11,
71092,,1,
71093,,5,
71094,,1,
71097,,1,
71098,,30,
71099,,1,
71100,,2,
71101,2,7,
71110,,2,1
71112,,13,
71114,,1,
71115,,21,
71116,,8,
71125,1,,
71127,1,19,
71130,,14,1
71137,3,9,2
71138,1,20,
71139,,4,
71142,,1,
71143,,17,
71154,,8,1
71159,,14,
71160,,4,
71162,,5,
71163,,5,
71166,,49,
71170,,3,
71172,,9,
71177,,2,
71179,,1,
71181,,,1
71182,1,9,
71184,,1,
71187,,2,
71191,,1,
71196,,1,
71198,,5,
71199,,22,
71200,,5,
71205,,4,
71208,,5,
71209,,1,
71212,,14,
71215,,12,
71216,,1,
71228,,6,
71230,,11,
71231,,14,
71235,,2,
71236,1,8,
71237,,1,
71239,,3,
71240,,4,
71241,,2,
71247,,1,
71248,,4,
71249,,1,
71250,,3,
71252,,1,
71254,,2,
71255,,7,
71260,1,,
71262,,16,
71265,,5,
71266,,2,
71267,,2,
71268,3,7,
71269,,1,
71273,,4,
71275,,5,
71276,,3,
71277,,2,
71278,,6,
71279,,6,
71281,,4,
71288,,2,
71289,,1,
71290,,2,
71293,,1,
71298,,2,
71299,,11,
71300,,2,
71303,,9,1
71304,,2,
71308,,11,
71311,1,,
71314,,5,
71316,,1,
71318,,1,
71320,,2,
71321,,2,
71324,,2,
71325,,17,
71329,,1,
71330,1,7,1
71331,,1,
71334,,1,
71336,,1,
71337,,1,
71338,,2,
71341,,1,
71342,,1,
71345,,7,
71346,,16,
71347,,14,
71349,,5,
71350,,1,
71351,1,9,
71352,,5,
71353,,1,
71360,,4,
71364,,2,
71367,,2,
71370,,33,
71371,,4,
71372,1,8,
71373,,14,
71376,,13,
71377,,13,
71378,,2,
71379,1,1,
71380,,13,
71381,,,1
71382,,1,
71385,,2,
71386,,3,
71388,,1,
71390,,3,
71394,,8,
71398,,2,
71400,,1,
71402,,6,
71403,,10,
71404,,1,
71406,1,15,1
71409,,1,
71410,,1,
71411,,2,
71415,1,,
71417,,6,
71421,,2,
71422,,7,
71424,,3,
71425,,6,
71429,,1,
71436,,62,
71438,,2,
71439,,2,
71441,,15,
71442,,32,
71443,,1,
71446,,1,1
71448,,3,
71452,,1,
71453,,6,
71456,,7,
71458,,1,
71460,,4,1
71462,,1,
71469,,2,
71472,,1,
71474,,5,
71475,,8,
71476,,15,
71477,,8,
71479,,10,
71480,,5,
71482,,10,
71483,,1,
71484,,1,
71491,,6,
71493,,5,
71498,,6,
71500,,1,
71508,,3,
71509,,5,
71514,,4,
71518,,2,
71521,,2,
71527,,12,
71528,,2,
71531,,2,
71533,,25,
71539,,2,
71540,,1,
71541,,1,
71547,,1,
71548,,4,
71550,,3,
71552,,2,
71553,,1,
71554,,4,1
71556,,3,
71557,,1,
71559,,,1
71560,,1,
71561,,2,
71562,,20,
71566,,4,
71567,,3,
71570,,9,
71571,,2,
71573,,12,
71576,,2,
71582,,1,
71585,,2,
71586,,11,
71587,,1,
71588,,4,
71590,,1,
71593,,3,
71596,,15,
71599,,5,
71601,,1,
71602,,12,
71603,,3,
71605,,1,
71606,,1,
71607,,2,
71610,,1,
71611,,7,
71614,,4,
71620,,5,
71622,,9,
71624,,8,
71625,,1,
71627,,5,
71628,1,1,
71631,,1,
71633,,1,
71634,,4,
71636,,1,
71638,,22,
71650,,6,
71652,,20,
71653,,1,
71654,,18,
71657,,11,
71658,,,2
71660,,1,
71664,,1,
71665,,2,
71666,,5,1
71669,,5,
71673,,1,
71674,,2,
71676,,7,
71679,,31,
71680,,21,
71681,,1,
71682,,,1
71685,2,7,
71686,,8,
71687,,2,
71688,,7,
71692,,17,
71693,,1,
71698,,22,1
71700,,13,
71701,,1,
71702,,10,
71705,,6,
71706,,1,
71707,,1,
71708,,1,
71714,,1,
71715,,4,
71720,,2,
71726,,4,
71728,,6,
71730,,2,
71735,,3,
71736,,19,
71737,,18,
71741,,1,
71743,,2,
71747,,3,
71748,,1,
71749,,1,
71750,,1,
71751,,1,
71753,,2,
71754,,2,
71760,,1,
71764,,1,
71765,,3,
71766,,1,
71770,,4,
71773,,3,
71775,1,,1
71786,,10,
71787,,12,
71788,,8,
71789,,2,
71790,,2,
71791,1,13,
71792,,8,
71793,,2,
71796,,3,
71797,,7,
71798,,6,
71800,,1,
71801,,1,
71802,,1,
71803,,3,
71804,,4,
71805,,3,
71806,,12,
71814,,2,
71817,,8,
71822,,1,5
71823,,1,
71826,,1,
71827,,5,
71828,,6,
71832,,7,
71833,,2,
71838,,2,
71840,,6,
71847,,11,
71855,,3,
71856,,9,
71857,,14,1
71858,,3,
71859,,1,1
71862,,41,
71866,,5,
71869,,2,
71870,1,8,
71872,,,1
71875,,3,
71876,,3,
71877,,5,
71882,,3,
71889,,1,
71890,,3,
71893,,3,
71896,,2,
71901,,12,
71902,,4,
71905,,1,
71907,,11,1
71909,,8,
71910,,1,
71911,1,20,
71913,,5,
71915,,5,
71918,,1,
71919,,3,
71920,,1,
71921,,5,1
71923,,13,
71925,,1,
71927,,5,
71928,,2,
71930,1,1,1
71931,,5,
71939,,1,
71944,,5,
71947,,14,
71948,2,1,
71950,,15,
71953,,4,1
71955,,8,
71958,,3,
71962,,8,
71964,,2,
71965,,2,
71966,,1,
71970,,2,1
71971,,9,
71972,,5,
71973,,3,
71976,,7,
71978,,1,
71981,,14,
71984,,5,
71986,,3,
71988,,5,
71990,,4,
71992,,19,
71993,,3,
71995,,2,
71996,,1,
71998,,2,
72001,,1,
72004,,3,
72005,,3,
72006,,5,
72007,,23,
72010,,5,
72017,,24,
72019,,1,
72020,,3,
72022,,2,
72023,,1,
72024,,4,
72029,,5,
72031,,23,
72033,,10,
72038,,2,
72039,,5,
72050,,8,
72051,,12,
72053,,14,
72055,,8,
72056,,4,
72057,,4,
72058,,6,
72059,2,6,
72063,,22,
72067,,1,
72068,,6,
72078,,7,
72081,,4,
72083,,1,
72084,,6,
72090,,4,
72095,,11,
72096,,1,
72098,,5,
72099,,7,
72100,,12,
72102,,7,
72103,,,1
72105,,1,
72107,1,6,
72114,,2,
72117,,8,
72118,,17,3
72122,,2,
72123,,4,
72124,,2,
72125,,3,
72128,,4,
72129,,6,
72130,1,1,
72134,,2,
72135,,1,
72136,,1,
72137,,22,
72138,,4,
72143,,4,
72148,,15,
72149,,7,
72151,,1,
72152,,1,
72159,,2,
72165,,27,
72171,,17,
72172,,13,
72178,,4,
72179,,6,
72182,,7,
72186,1,11,
72187,,1,
72188,,4,
72189,,1,
72190,,1,
72196,,2,
72198,,,1
72200,,10,
72201,,2,
72202,,17,
72203,,3,
72204,,6,
72205,,5,
72206,,8,
72207,,7,
72208,,7,
72211,,2,
72212,,1,
72218,,9,
72219,,2,
72221,1,6,
72223,,2,2
72226,,2,
72227,,2,
72230,,3,
72232,,3,
72233,,24,
72239,,9,
72242,1,1,
72244,,1,
72246,,1,
72247,1,5,
72249,,5,
72253,,1,
72256,,,1
72257,,2,
72260,,12,1
72263,,1,1
72265,,50,1
72266,,4,
72268,,1,
72271,,2,
72273,,1,
72276,,3,
72278,,1,
72284,,1,
72285,,3,
72287,,1,
72290,,3,1
72291,,1,
72294,,4,
72295,,13,
72296,1,15,
72301,1,4,
72302,,4,
72303,,1,
72304,,5,
72306,,1,
72308,,1,
72309,,2,
72311,,1,
72315,,1,
72321,,4,
72322,,2,
72323,,18,
72326,,3,
72331,,15,
72332,,2,
72333,,7,
72334,,1,
72335,,6,
72340,,7,
72341,,2,
72343,,8,
72344,,1,
72350,,2,
72351,,3,
72352,,1,
72355,,1,
72357,,1,1
72358,,1,
72360,,6,
72363,,2,
72364,,2,
72366,,11,
72367,,1,
72369,,1,
72371,,1,
72372,,11,
72373,,1,
72374,,4,
72375,,1,
72376,,2,
72377,,7,
72380,,1,
72383,,2,
72384,,5,
72385,,1,
72386,1,2,
72387,,1,
72388,,1,
72389,,16,
72394,,4,
72398,,14,
72403,,1,
72404,,7,
72407,,4,
72408,,2,
72410,,2,
72416,,15,
72418,,7,
72419,,1,
72421,,4,
72422,,3,
72423,,4,
72429,,8,
72432,,3,
72433,1,4,
72435,,1,
72438,,,1
72439,,11,
72440,,3,
72444,,2,
72447,1,12,
72448,,3,
72449,,1,
72451,,3,
72453,,1,
72454,,1,
72455,,1,
72456,,1,1
72459,2,3,
72462,,7,1
72463,,1,
72467,,4,
72473,,2,
72480,,3,
72481,,7,
72486,,5,
72489,,1,
72490,,3,
72492,,1,
72493,,3,
72496,,1,
72499,,4,
72501,,4,
72504,,1,
72505,,2,
72507,,19,
72512,,7,
72513,,1,
72514,,5,
72519,,1,
72522,,2,
72526,,1,
72528,,4,
72532,,2,
72535,,3,
72536,,1,
72538,,4,
72539,,1,
72540,,3,
72544,,2,
72545,,6,
72547,,3,
72550,,3,
72552,,1,
72553,,3,
72555,,4,
72556,,14,
72558,,5,
72565,,1,
72567,,8,
72568,,2,
72569,,9,
72573,,1,
72575,,1,
72577,,2,
72578,,33,
72580,,1,
72582,,5,1
72583,,2,
72587,,2,
72588,,1,
72591,,11,
72592,,2,
72593,,2,
72594,,4,
72599,,1,
72600,,1,
72602,,4,
72604,,1,
72606,,2,
72608,,1,
72612,,5,1
72614,,9,
72615,,2,
72626,1,18,
72627,,8,
72634,,3,
72641,,1,
72643,,7,
72645,,1,
72650,1,,
72651,,2,
72654,,10,
72656,,26,1
72657,,1,
72658,,2,
72660,,2,
72662,,3,
72663,,5,
72667,1,,
72668,,1,
72669,,2,
72670,,5,
72671,,1,
72674,,33,
72676,1,2,
72677,,4,
72680,,2,
72681,,2,
72682,,3,
72683,,1,
72687,,1,
72689,,1,
72690,,3,
72695,,1,
72696,1,,
72700,,2,
72701,,9,
72706,,4,
72708,,1,
72713,,1,
72714,,4,
72718,,7,
72719,,6,
72722,,9,
72723,,1,
72725,,16,
72726,,1,
72730,,13,
72732,,3,
72734,,3,
72736,,8,
72737,1,2,
72738,,1,
72739,,2,
72740,,5,
72744,,6,
72747,,1,
72748,,1,
72749,,6,
72754,,16,
72759,,1,
72765,,15,4
72766,,5,
72767,,1,
72768,,2,
72772,,2,
72773,,1,
72781,,1,
72782,,2,
72785,1,1,
72788,,2,
72789,,2,
72794,,2,
72795,,1,
72796,,2,
72797,,3,
72802,,2,
72803,,2,
72804,,1,
72806,,1,
72807,1,,
72808,,2,
72809,,11,
72810,,1,
72812,,9,
72813,,10,
72818,,1,
72820,,1,1
72826,,4,
72827,,10,
72828,,2,
72829,,2,
72830,,4,
72832,,1,
72833,,15,
72838,,2,
72840,,1,
72842,1,1,
72844,,1,
72847,,3,
72850,,1,
72851,,8,1
72852,,18,
72857,,1,
72861,,3,
72862,,8,
72863,1,,
72868,,1,
72870,,2,
72875,,1,
72876,,3,
72877,,5,
72879,,2,
72882,,4,
72883,,2,
72884,,2,
72886,,1,
72887,,16,
72891,,4,1
72892,,3,
72895,,2,
72897,,2,
72898,,21,
72899,1,,
72900,,4,
72902,,4,
72904,,4,
72905,1,1,
72906,,2,
72908,,3,
72909,,1,
72911,,2,
72913,,75,
72914,,1,
72916,,1,
72919,,2,
72922,,4,
72923,,2,
72930,,5,
72938,,4,
72939,,1,1
72944,,3,
72946,,4,
72949,,2,
72952,,1,
72953,,2,
72957,,11,
72960,,1,
72964,,1,
72965,,11,
72968,,,1
72969,,2,
72972,,8,
72973,,2,
72978,,,1
72979,,10,
72980,,2,
72982,,15,
72983,,1,
72985,,3,
72986,,5,
72987,,1,
72993,,4,
72996,,10,
72998,,1,
72999,,,1
73001,,10,
73004,,7,
73007,,1,
73008,1,,
73011,,2,2
73019,1,14,1
73020,,2,
73021,,2,
73026,,12,
73027,,4,
73030,,4,
73034,,8,
73038,,2,
73041,,1,
73045,,3,
73047,,2,
73048,,5,
73055,,1,
73056,,9,
73059,,7,
73060,,2,
73061,,6,
73063,,1,
73067,,1,
73068,,5,
73069,,3,
73072,,1,
73074,,1,
73076,,13,
73078,1,,
73079,,24,
73082,,1,
73084,,1,
73086,,3,
73089,6,,
73090,,9,
73091,,29,
73092,,4,
73094,,21,
73097,,1,
73105,,2,
73108,,1,
73110,,2,
73113,,1,
73114,,38,
73117,,26,
73119,,6,1
73120,,10,
73123,,1,
73124,,4,
73126,,1,
73127,,1,
73128,,9,
73129,,2,
73130,,3,
73131,,19,
73140,,9,
73141,,2,
73143,,5,
73149,,8,
73151,,4,
73152,,34,
73159,,9,
73162,,1,
73163,,3,1
73168,,4,
73173,,1,
73176,,5,
73177,,39,
73178,,19,5
73186,,11,
73188,,1,
73190,,1,
73191,,1,
73192,,8,
73194,,2,
73197,,2,
73198,,2,
73200,,2,
73202,,7,
73204,,3,
73206,,6,
73208,1,,
73209,,12,
73210,1,6,1
73216,,4,
73217,,9,
73220,,1,
73223,,2,
73224,,1,
73225,,8,1
73227,,3,
73228,,3,
73229,,2,
73232,,4,
73234,,3,
73235,,54,
73237,,1,
73240,,10,
73241,,7,
73242,1,9,1
73243,,13,
73248,,1,
73252,,1,
73253,,12,
73260,1,21,
73267,,2,
73276,,1,
73277,1,2,
73279,,27,
73282,,25,
73283,,1,
73284,4,2,
73285,,2,
73288,,3,
73290,,3,
73291,,2,
73292,,9,
73296,,5,
73302,,1,
73304,,1,1
73305,,28,
73306,,3,
73315,,1,
73317,,2,
73318,,5,
73320,2,,
73323,,8,
73327,,14,
73336,1,4,
73342,,2,
73343,,,1
73345,,1,
73346,,17,
73348,,1,
73349,,1,
73351,,2,
73352,,1,
73355,,12,
73358,,9,
73359,,1,
73361,,2,
73362,,1,
73363,,1,
73364,,13,
73366,,6,
73369,,9,
73371,,26,
73372,,1,
73374,,2,
73377,,6,
73379,,1,
73391,,22,1
73396,,3,
73397,,1,
73398,,1,
73401,,7,
73408,,3,
73409,,1,
73410,,1,
73412,,19,
73414,,1,
73417,,1,
73418,,6,
73420,,14,
73421,,8,
73422,,2,
73424,,1,
73425,,1,
73427,,1,
73432,,12,
73433,,2,
73434,,2,
73436,,5,
73438,,8,
73441,,1,1
73442,,2,
73443,,26,
73448,,7,
73449,,2,
73452,,5,
73455,,3,
73456,,1,
73457,,,2
73459,,1,
73460,,5,
73463,,1,
73464,,1,
73466,,7,
73467,,2,
73469,,8,
73470,,10,
73472,,2,
73475,2,2,
73476,,5,
73477,,2,
73482,,1,
73484,,1,
73486,,,1
73488,,2,
73492,,7,
73496,,1,
73498,,4,
73499,,19,
73500,,10,
73502,,2,
73503,,4,
73506,,14,
73508,,1,
73509,,1,
73515,,4,
73517,,1,
73519,,8,
73520,,1,
73524,,1,
73532,,48,
73536,,1,
73537,,3,
73541,,2,
73543,,1,1
73544,,2,
73545,,8,1
73551,,8,
73553,,3,
73555,,1,
73561,,2,
73567,,38,1
73568,,1,
73570,,1,
73571,,1,
73574,,11,
73575,,2,
73577,,1,
73580,,9,
73584,,11,
73585,,5,
73586,,4,
73590,,10,1
73592,,5,
73593,,1,
73594,,2,
73599,,9,
73604,,1,
73605,,13,
73609,,2,
73611,,4,
73613,,11,
73617,,17,
73618,,1,
73619,,3,
73621,,11,
73629,,5,
73630,,4,
73631,,2,1
73633,,13,
73639,,1,
73640,,5,
73641,,18,
73642,,1,
73643,,6,
73645,,2,
73646,,3,
73647,,16,
73649,,1,
73650,,7,
73657,,3,
73658,,7,
73664,,1,
73666,,4,
73667,,4,
73668,,2,
73670,,10,
73671,,7,
73673,,3,
73674,,8,
73675,,2,
73677,,3,
73680,,1,
73681,,4,
73684,,4,
73685,,1,
73687,,12,
73688,,4,
73690,,1,
73694,,1,
73702,,8,
73709,,1,
73710,,3,
73713,,1,
73716,,4,
73717,,1,
73718,,1,
73719,,5,
73721,,3,
73732,,2,
73734,,2,
73735,,13,1
73736,,1,
73737,,8,
73738,,1,
73739,,,1
73740,,2,
73743,,2,
73747,,1,
73749,,14,
73750,,3,
73755,,12,
73757,,1,
73759,,1,
73760,,22,1
73763,,17,
73765,,12,
73768,,23,
73769,,1,
73774,,3,
73776,,3,
73778,,3,
73785,,6,
73788,,1,
73790,,3,
73795,,5,
73799,,1,
73800,1,,
73803,,2,
73805,,6,
73808,,5,
73809,,5,
73814,,2,
73815,,1,
73818,,3,
73821,,1,
73823,,1,
73825,,3,
73827,,2,
73829,,2,
73832,,2,
73833,,1,
73834,,1,
73838,,2,
73839,,1,
73842,,3,
73843,,3,
73844,,1,
73845,,1,
73848,,3,
73849,,1,
73853,,4,
73858,1,,
73862,,7,
73863,,2,
73865,,1,
73868,,1,
73871,,2,
73873,,5,
73875,,4,1
73876,,2,
73880,,2,
73881,,8,
73882,,19,
73883,,9,
73885,,6,
73886,,2,
73888,,2,
73889,,4,
73892,,4,
73900,,4,
73903,,8,
73905,5,5,
73907,,2,
73909,,16,
73911,,1,
73912,,1,
73913,,1,
73916,,2,
73917,,2,
73921,,3,
73922,,7,
73924,,1,
73925,1,,
73926,,3,
73927,,1,
73932,,1,
73935,,21,
73936,,1,
73939,,19,
73940,,1,
73942,,10,
73944,,2,
73946,,2,
73949,,2,
73950,,1,
73951,2,6,
73955,,1,
73957,,9,
73959,,24,
73962,,7,
73968,,1,
73969,,2,
73970,,4,
73972,,4,
73974,,8,
73983,,1,
73984,,1,
73986,,5,
73987,,3,
73991,,2,
73992,,3,
73994,,1,
74000,,3,
74001,,14,
74003,,2,
74008,,1,
74010,,2,
74012,,8,
74013,,2,
74014,,4,
74021,,4,
74022,,3,1
74026,,1,
74031,,2,
74032,,2,
74036,,1,
74037,,2,
74039,1,1,
74043,,2,
74045,,8,
74046,,4,
74047,,2,2
74048,,1,
74049,,2,
74050,,5,
74051,,1,
74052,,1,
74057,,4,
74058,,2,
74059,,5,
74060,,5,1
74063,,7,
74064,,1,
74066,,2,
74071,1,3,
74072,,6,
74076,,4,
74079,,3,
74087,,3,
74089,,3,
74090,1,2,
74093,,1,
74094,,2,
74096,,9,
74106,,1,
74114,,1,
74117,,9,
74118,,12,
74123,,6,
74124,1,11,
74127,,2,
74132,,5,
74135,,3,
74136,,4,
74138,,3,
74139,,20,
74142,,5,
74144,,1,
74150,2,,1
74152,,2,
74153,,1,
74158,,2,
74159,,1,
74160,,1,
74161,,1,
74162,,6,
74171,,1,
74173,,2,
74175,,7,
74180,,1,
74181,,1,
74186,,1,
74188,,14,
74189,1,,1
74191,,3,
74192,,3,
74196,,7,
74197,,5,
74200,,6,
74201,,1,
74203,1,2,1
74206,,3,
74208,,7,
74209,,2,
74210,,12,
74211,,13,
74214,,4,
74217,,2,
74220,,7,
74221,,1,
74223,,3,
74225,,1,
74226,,1,
74227,,2,
74228,2,3,
74231,,3,
74235,,2,
74237,3,19,
74238,,2,
74239,,1,
74241,,1,
74242,,7,
74252,,19,
74254,,1,
74258,,13,
74260,,17,
74262,,2,
74271,,10,
74273,,3,
74274,,7,
74275,,6,
74277,,1,
74285,,2,
74287,1,10,6
74291,,6,
74293,,1,
74294,,4,
74299,,1,
74300,,5,
74301,,2,
74302,,4,
74303,,2,
74304,,1,
74308,,6,
74310,,1,1
74312,,9,
74315,,8,
74316,,2,
74317,,2,
74318,,4,
74319,,12,
74320,,1,
74323,,7,
74324,,7,
74326,,7,
74327,,2,
74328,,9,
74329,,3,
74332,,1,
74334,,5,
74336,,12,
74338,,,1
74341,2,2,
74343,2,8,
74344,,2,
74345,1,,
74346,,1,
74347,,1,
74348,,1,
74349,,1,
74351,,1,
74353,,6,
74354,,1,
74356,,7,
74358,,1,
74360,,6,
74361,,12,
74363,,2,
74365,,1,
74366,,4,
74368,,3,
74370,1,4,
74374,2,2,
74375,,6,
74378,,2,
74381,,5,
74383,,1,
74388,,1,
74389,,8,1
74391,,17,
74395,,4,
74399,,6,
74400,,4,
74401,,11,
74402,,18,
74403,,10,
74404,,27,
74405,,5,
74406,,14,
74409,,7,
74410,,3,
74411,,1,
74419,,16,
74421,,2,
74422,,1,
74423,,6,
74426,,13,
74427,,3,
74432,,5,
74438,,4,
74439,,3,
74447,,15,
74449,,2,
74450,,2,
74459,,6,
74461,,3,
74463,,2,
74464,,4,
74468,,3,
74473,,2,
74475,,10,
74477,,8,
74478,,1,
74485,,20,
74486,,2,1
74488,,1,
74490,,16,
74494,,4,
74501,,4,
74503,,6,
74504,,6,
74508,,1,
74509,,1,
74510,,22,
74512,1,14,2
74513,,13,
74517,,2,
74518,,1,
74519,,1,
74520,,2,
74521,,11,
74524,,1,
74526,,2,
74528,,1,
74531,,,1
74532,,1,
74533,,5,
74535,,2,
74539,1,4,
74541,,4,
74544,,5,
74545,,14,
74546,,1,
74548,,1,
74549,,3,
74552,,3,
74553,,1,
74556,,1,
74560,,3,
74561,,5,
74563,,2,
74565,,1,
74567,,1,2
74569,,3,
74570,,3,
74571,,2,
74574,,1,
74576,,1,
74577,,3,
74578,,1,
74579,,3,
74580,,2,
74582,,1,2
74584,,2,
74586,,5,
74592,,3,
74593,,12,
74594,,1,
74596,,2,
74598,,1,
74599,,19,
74600,,1,
74604,,35,
74606,,7,
74610,,3,
74613,,1,
74616,,1,
74620,,8,
74622,,2,
74624,,14,
74628,1,1,1
74630,,2,
74631,,3,
74633,2,17,
74636,,2,
74637,,2,
74639,,3,
74641,,2,
74642,,8,
74646,,8,
74647,,1,
74649,,2,
74650,,14,
74651,,1,
74652,,8,
74654,,10,
74655,1,6,
74657,,13,
74659,,3,
74660,,2,
74669,,8,
74672,,2,
74675,,1,
74676,,1,
74684,,3,
74685,,1,
74686,,1,
74689,,3,
74691,,1,
74693,,1,
74697,,1,
74700,,3,
74701,,2,
74703,,39,
74706,,13,
74707,,6,2
74714,,1,
74715,,1,
74716,,24,
74718,,4,
74720,,3,
74721,,2,
74722,,1,
74723,,3,
74727,,2,
74728,,1,
74729,,7,
74734,,8,
74741,,4,
74749,,12,
74753,1,1,
74754,,2,
74755,,11,
74756,,3,
74759,,9,
74760,,10,
74761,,1,
74768,,2,
74769,,5,
74770,,7,
74772,,1,
74773,,2,
74776,,1,
74780,,1,
74783,,5,
74789,,1,
74791,,2,
74792,,3,
74799,,3,
74807,,3,1
74809,,8,
74810,,9,
74811,,2,
74812,,1,
74816,,1,
74818,,3,
74819,,1,
74821,,2,
74822,,1,
74825,,7,
74832,,5,
74833,,8,
74838,2,3,1
74839,,3,
74841,,4,
74842,,1,
74845,,3,
74848,,32,
74849,,2,
74851,,14,
74854,,1,
74855,,7,
74860,,7,
74861,,1,
74862,,3,
74863,,2,
74864,,1,
74867,,1,
74870,,2,
74871,,11,
74874,,1,1
74875,,2,
74876,,1,
74877,,,1
74879,,4,
74880,,26,
74881,,1,
74886,,7,
74887,,3,
74894,,17,
74895,,1,
74896,,5,
74897,,2,
74898,,4,
74899,,1,
74900,1,1,
74901,,5,
74902,,8,2
74903,,10,
74904,,1,
74905,,8,
74906,,6,
74907,,2,
74911,,27,
74913,1,7,
74914,,7,
74915,1,1,
74923,,23,
74926,,2,
74931,,4,
74932,,5,1
74935,,5,
74936,,9,
74939,,,1
74945,1,,
74946,,5,
74947,,2,
74949,,1,
74951,,1,
74955,,6,
74968,,9,
74970,,3,
74971,,4,
74972,,9,
74973,,19,
74974,,10,
74976,,1,
74978,,4,
74979,,11,
74980,,1,
74985,,1,
74988,,2,
74993,,13,
74999,,1,
75002,,4,
75003,,6,
75004,,4,
75010,,3,
75011,,1,
75014,,12,
75020,,15,
75024,,1,
75027,,2,
75028,,3,
75029,,24,
75031,,4,
75032,,3,
75033,,3,
75035,,7,
75038,,1,
75040,,7,
75042,,2,
75044,,11,
75045,,3,
75049,,1,
75051,,1,
75052,,1,
75056,,2,
75058,,8,
75060,,3,
75063,,4,
75065,,2,
75068,,3,
75072,,1,
75074,,25,
75076,,1,
75077,,6,
75078,,3,
75080,,4,
75081,,1,
75084,,16,
75085,,12,
75086,,8,
75089,,1,
75093,,4,
75101,,1,
75102,,2,
75107,,5,
75111,1,,
75113,,11,
75114,,10,
75118,,4,
75122,,4,
75124,,1,
75125,,18,
75126,,29,
75128,,2,
75134,,2,
75136,,1,
75137,,1,
75138,1,,
75142,,3,
75143,,1,
75144,,1,
75146,,17,
75147,,1,
75149,,2,
75151,,1,
75155,,2,
75157,,7,
75161,,28,
75163,,1,
75165,,2,
75166,,1,
75168,,2,
75170,,8,
75172,,2,
75174,,16,
75177,,2,
75179,,2,
75180,,1,
