买家会员名,收货地址,买家实际支付金额,宝贝种类,宝贝总数量,购买数量,儿童/小学生_购买数量,幼儿_购买数量,幼儿/儿童_购买数量,幼儿/儿童/小学生_购买数量,新生儿_购买数量,新生儿/幼儿_购买数量,新生儿/幼儿/儿童_购买数量,新生儿/幼儿/儿童/小学生_购买数量,购买次数
2050,辽宁省,219.8,5,50,0,0,0,0,50,0,0,0,0,1
2051,天津,24.38,5,5,0,0,1,0,3,0,0,0,0,1
2052,辽宁省,48.86,9,9,0,0,0,1,8,0,0,0,0,1
2053,浙江省,78.4,1,16,0,0,0,0,16,0,0,0,0,1
2054,重庆,13.78,1,2,0,0,0,0,2,0,0,0,0,1
2055,广东省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
2056,浙江省,12.58,3,6,4,0,0,0,2,0,0,0,0,1
2057,广西壮族自治区,144.8,5,90,0,0,0,40,35,0,0,0,0,1
2058,河南省,32.98,6,6,0,0,0,6,0,0,0,0,0,1
2059,江西省,25.38,5,5,0,0,0,3,1,0,0,0,0,1
206,北京,56.99,4,6,0,1,0,0,5,0,0,0,0,1
2060,山西省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2061,山东省,188.41,17,37,0,0,0,10,26,0,0,0,0,3
2062,安徽省,24.8,1,2,0,0,0,0,2,0,0,0,0,1
2063,福建省,24.9,1,1,0,0,0,0,1,0,0,0,0,1
2064,辽宁省,38.62,1,7,0,0,0,0,7,0,0,0,0,1
2065,河南省,58.85,8,9,0,0,0,0,6,0,0,0,1,1
2066,湖南省,60.56,20,20,0,0,0,4,7,1,1,0,0,2
2067,河北省,83.26,8,38,0,0,0,4,34,0,0,0,0,1
2068,北京,31.85,1,15,0,0,0,0,15,0,0,0,0,1
2069,广东省,72.82,8,37,0,0,5,0,32,0,0,0,0,1
207,天津,90,3,10,0,0,0,0,8,0,2,0,0,1
2070,江苏省,261.2,49,85,4,1,1,16,61,0,0,0,0,1
2071,安徽省,34.99,4,4,0,0,0,0,4,0,0,0,0,1
2072,山东省,19.97,5,5,0,0,0,5,0,0,0,0,0,1
2073,江西省,8.9,1,1,0,0,0,1,0,0,0,0,0,1
2074,广东省,120,19,24,0,0,0,16,6,0,0,0,0,1
2075,广东省,10.07,1,3,0,0,0,0,3,0,0,0,0,1
2076,江苏省,100,4,46,0,0,0,36,10,0,0,0,0,1
2077,广东省,117.43,11,41,10,0,0,25,6,0,0,0,0,2
2078,湖南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2079,浙江省,27.9,1,10,0,0,0,0,10,0,0,0,0,1
208,广西壮族自治区,53.9,1,11,0,0,0,0,11,0,0,0,0,1
2080,广东省,18.8,1,2,0,0,0,0,2,0,0,0,0,1
2081,福建省,28.8,2,2,0,0,0,1,1,0,0,0,0,1
2082,云南省,77.7,1,30,0,0,0,30,0,0,0,0,0,1
2083,河南省,42.63,14,16,2,0,0,4,6,0,0,0,1,1
2084,浙江省,76.88,3,64,0,0,0,0,64,0,0,0,0,2
2085,河南省,23.95,6,6,0,1,0,0,5,0,0,0,0,1
2086,河南省,17.86,6,6,0,0,0,1,3,0,0,0,0,1
2087,江苏省,18.8,1,2,0,0,0,0,2,0,0,0,0,1
2088,河北省,150.04,27,89,0,3,0,6,75,0,0,0,0,2
2089,贵州省,59.93,11,20,1,0,3,8,6,0,0,2,0,1
209,陕西省,18.8,1,2,0,0,0,0,2,0,0,0,0,1
2090,江苏省,40.95,2,10,0,0,0,0,10,0,0,0,0,1
2091,山东省,60.36,6,21,0,0,0,4,17,0,0,0,0,1
2092,四川省,55.7,3,30,0,0,0,0,30,0,0,0,0,1
2093,湖北省,44.5,1,5,0,0,0,5,0,0,0,0,0,1
2094,云南省,70,2,46,0,0,0,0,46,0,0,0,0,1
2095,上海,45.87,9,11,4,0,1,1,4,0,0,0,0,1
2096,浙江省,63.9,11,18,0,0,0,0,17,0,0,0,1,1
2097,山东省,168.2,7,31,0,0,0,21,10,0,0,0,0,1
2098,广东省,34.56,6,39,5,0,0,0,29,0,0,0,0,1
2099,安徽省,21.8,2,2,0,0,0,1,1,0,0,0,0,1
21,北京,34.9,1,1,0,0,0,0,1,0,0,0,0,1
210,广东省,13.23,3,3,0,0,0,2,1,0,0,0,0,1
2100,贵州省,84.7,7,35,0,0,0,25,5,0,0,0,0,1
2101,广东省,24.52,7,10,0,0,0,6,4,0,0,0,0,1
2102,云南省,210.44,10,18,0,6,0,4,8,0,0,0,0,1
2103,福建省,118,1,200,0,0,0,0,0,0,0,0,0,1
2104,福建省,74.39,1,11,0,0,0,0,11,0,0,0,0,1
2105,福建省,69.97,9,9,0,0,0,4,4,0,0,0,0,2
2106,福建省,6.72,1,1,0,0,0,1,0,0,0,0,0,1
2107,重庆,33.35,9,9,0,0,0,6,3,0,0,0,0,1
2108,河北省,58.41,9,15,3,1,0,2,9,0,0,0,0,1
2109,山东省,460,1,500,0,0,0,0,500,0,0,0,0,1
211,广东省,200.6,6,30,0,0,0,12,18,0,0,0,0,1
2110,江西省,62.99,20,122,103,0,0,6,6,0,0,0,0,1
2111,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2112,安徽省,230,14,83,0,0,0,33,45,0,0,5,0,1
2113,福建省,85.41,22,55,0,0,0,4,51,0,0,0,0,1
2114,江苏省,171.69,9,102,0,0,0,30,62,0,10,0,0,1
2115,浙江省,68.76,8,11,2,1,1,2,4,0,0,0,0,1
2116,重庆,29.95,1,5,0,5,0,0,0,0,0,0,0,1
2117,北京,6.69,1,1,0,0,0,0,1,0,0,0,0,1
2118,山东省,57.93,23,31,10,0,0,10,5,0,1,1,0,1
2119,辽宁省,83.57,10,14,0,0,0,11,3,0,0,0,0,2
212,广东省,57.25,1,59,0,0,0,0,59,0,0,0,0,1
2120,四川省,42.64,3,5,0,0,0,0,3,0,2,0,0,1
2121,广西壮族自治区,55.44,15,23,12,0,0,2,5,0,1,1,1,1
2122,安徽省,87.52,7,37,0,0,0,9,28,0,0,0,0,1
2123,河北省,15.94,5,6,0,0,2,3,0,0,0,0,0,1
2124,辽宁省,95,7,19,0,5,0,10,4,0,0,0,0,1
2125,广东省,278.1,50,187,0,0,6,30,95,0,0,9,0,2
2126,广东省,19.7,1,3,0,0,0,0,3,0,0,0,0,1
2127,北京,98.83,11,44,0,0,5,5,24,0,0,0,0,1
2128,福建省,1245,1,500,0,0,0,500,0,0,0,0,0,1
2129,广东省,12.89,1,1,0,0,0,1,0,0,0,0,0,1
213,广东省,16.79,3,3,0,0,0,3,0,0,0,0,0,1
2130,广东省,13.45,1,5,0,0,0,5,0,0,0,0,0,1
2131,湖北省,58.8,1,12,0,0,0,0,12,0,0,0,0,1
2132,福建省,55.8,1,12,0,0,0,0,12,0,0,0,0,1
2133,江苏省,58.22,1,6,0,0,0,0,6,0,0,0,0,1
2134,安徽省,47.99,6,8,0,0,0,2,2,0,0,4,0,2
2135,福建省,21.47,4,4,0,0,0,1,2,0,1,0,0,1
2136,福建省,65.3,2,7,0,0,0,2,5,0,0,0,0,1
2137,江苏省,17.95,4,4,1,0,0,1,2,0,0,0,0,1
2138,江苏省,68.51,3,19,0,8,0,11,0,0,0,0,0,1
2139,江苏省,120,2,120,60,0,0,0,0,0,0,0,0,2
214,广东省,14.5,1,1,0,0,0,1,0,0,0,0,0,1
2140,江苏省,25.8,2,2,0,0,0,0,2,0,0,0,0,1
2141,广东省,56.41,18,22,0,2,0,3,17,0,0,0,0,1
2142,河南省,9.9,1,1,0,0,0,1,0,0,0,0,0,1
2143,福建省,55.88,9,14,0,0,0,8,4,0,1,0,0,1
2144,山西省,116.4,15,48,1,0,0,6,35,0,6,0,0,2
2145,河南省,114.88,28,38,0,0,0,2,23,1,0,0,0,2
2146,河北省,14.8,1,2,0,0,0,0,2,0,0,0,0,1
2147,黑龙江省,28.7,3,3,0,0,0,3,0,0,0,0,0,1
2148,吉林省,773.86,10,240,0,5,0,20,204,0,0,0,0,10
2149,福建省,70.12,15,15,0,0,0,1,12,0,1,1,0,2
215,安徽省,52.7,1,3,0,0,0,0,3,0,0,0,0,1
2150,河南省,80.64,8,12,0,0,4,3,4,0,0,0,1,1
2151,天津,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2152,湖南省,94,3,30,20,0,0,0,0,0,0,0,0,2
2153,江苏省,83.59,3,31,0,0,0,12,19,0,0,0,0,1
2154,广西壮族自治区,12.35,1,1,0,0,0,0,1,0,0,0,0,1
2155,广东省,22.54,3,3,0,0,0,0,0,0,2,0,0,1
2156,陕西省,50.32,5,38,0,0,0,28,0,0,0,0,0,1
2157,贵州省,121.4,8,47,0,0,0,32,15,0,0,0,0,2
2158,黑龙江省,48.4,1,16,0,16,0,0,0,0,0,0,0,1
2159,黑龙江省,18.9,1,10,0,0,0,0,10,0,0,0,0,1
216,安徽省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2160,江苏省,15.7,3,3,0,0,0,3,0,0,0,0,0,1
2161,浙江省,318.03,27,83,0,0,0,29,33,0,0,2,0,2
2162,江西省,55.77,1,1,0,0,0,0,1,0,0,0,0,1
2163,江西省,20.7,2,2,0,0,0,2,0,0,0,0,0,1
2164,江西省,92.12,1,10,0,0,0,0,10,0,0,0,0,1
2165,吉林省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
2166,福建省,160,3,40,0,0,0,0,40,0,0,0,0,1
2167,江苏省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2168,湖南省,55.8,1,12,0,0,0,0,12,0,0,0,0,1
2169,河南省,282.71,15,96,0,0,0,48,48,0,0,0,0,2
217,福建省,330,16,113,0,0,0,30,68,0,0,0,0,1
2170,广西壮族自治区,34.7,1,3,0,0,0,0,3,0,0,0,0,1
2171,河南省,59.8,1,2,0,0,0,0,0,0,0,0,0,1
2172,湖北省,60.9,5,18,0,0,0,0,12,0,6,0,0,1
2173,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2174,湖南省,4560,22,1480,400,0,0,0,1046,0,34,0,0,8
2175,江苏省,59.15,11,21,0,0,1,3,17,0,0,0,0,1
2176,辽宁省,28.6,2,4,0,0,0,0,4,0,0,0,0,1
2177,福建省,18.8,2,2,0,0,0,0,2,0,0,0,0,1
2178,云南省,13.95,1,5,0,0,0,0,5,0,0,0,0,1
2179,广东省,10.32,1,3,0,0,0,0,3,0,0,0,0,1
218,浙江省,39.9,10,11,0,0,1,3,7,0,0,0,0,1
2180,河北省,54.88,1,100,0,0,0,0,100,0,0,0,0,1
2181,黑龙江省,103.76,11,37,0,0,0,10,22,0,5,0,0,2
2182,广东省,57.47,10,22,0,0,0,21,1,0,0,0,0,1
2183,广东省,21.9,1,1,0,0,0,0,1,0,0,0,0,1
2184,重庆,28.4,1,6,0,0,0,0,6,0,0,0,0,1
2185,北京,12.75,1,1,0,0,0,1,0,0,0,0,0,1
2186,山东省,45.77,3,9,0,0,0,0,9,0,0,0,0,1
2187,云南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2188,广东省,28.4,1,12,0,0,0,0,0,0,0,0,0,1
2189,上海,27.27,5,5,0,0,0,3,2,0,0,0,0,1
219,浙江省,124.07,9,49,0,0,0,32,17,0,0,0,0,1
2190,贵州省,150.76,9,84,0,0,0,0,84,0,0,0,0,2
2191,四川省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
2192,浙江省,14.75,1,5,0,0,0,0,0,0,0,0,0,1
2193,浙江省,56.44,5,26,0,0,0,0,26,0,0,0,0,1
2194,黑龙江省,85.35,14,26,0,0,0,9,12,0,2,0,0,1
2195,湖北省,12.17,3,3,0,0,0,0,0,0,3,0,0,1
2196,江苏省,17.9,1,1,0,0,0,0,0,0,0,0,0,1
2197,贵州省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2198,福建省,56,2,10,0,0,0,0,10,0,0,0,0,1
2199,河北省,59.47,8,8,0,0,1,0,4,0,1,0,0,1
22,四川省,12.8,1,2,0,0,0,2,0,0,0,0,0,1
220,江苏省,230,22,64,0,0,0,18,42,0,3,0,0,1
2200,吉林省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
2201,北京,79.65,6,36,0,0,0,23,3,0,0,0,0,1
2202,江西省,119,2,100,0,0,0,0,100,0,0,0,0,1
2203,辽宁省,55.3,4,7,0,0,0,4,3,0,0,0,0,1
2204,广东省,11.36,1,4,0,0,0,0,4,0,0,0,0,1
2205,河南省,16.59,1,3,0,0,0,0,3,0,0,0,0,1
2206,河北省,59.28,3,36,0,13,0,0,23,0,0,0,0,1
2207,山东省,70,1,25,0,0,0,0,25,0,0,0,0,1
2208,河北省,17.89,2,2,0,0,0,0,2,0,0,0,0,1
2209,安徽省,142.2,2,18,0,0,0,0,18,0,0,0,0,2
221,重庆,159.83,18,47,0,6,0,14,27,0,0,0,0,1
2210,河北省,34.5,1,50,0,0,0,0,50,0,0,0,0,1
2211,湖北省,59,1,100,0,0,0,0,100,0,0,0,0,1
2212,黑龙江省,52.45,11,11,1,0,0,4,5,0,0,1,0,1
2213,湖北省,70.6,3,4,0,2,0,0,2,0,0,0,0,1
2214,广西壮族自治区,36.8,11,15,0,0,1,5,7,0,1,1,0,1
2215,重庆,211.44,41,105,10,2,0,33,42,0,4,2,0,3
2216,重庆,10.9,1,1,0,0,0,0,1,0,0,0,0,1
2217,浙江省,18.33,6,7,0,0,0,4,1,0,0,1,0,1
2218,广东省,11.45,1,5,0,0,0,5,0,0,0,0,0,1
2219,河北省,36.43,8,8,0,1,0,5,2,0,0,0,0,1
222,上海,13.43,2,2,0,0,0,1,1,0,0,0,0,1
2220,云南省,118.5,1,15,0,0,0,15,0,0,0,0,0,1
2221,陕西省,91.1,4,23,0,0,0,3,20,0,0,0,0,1
2222,重庆,32.27,4,5,0,0,0,1,4,0,0,0,0,1
2223,安徽省,22.93,7,8,0,0,1,0,1,0,2,0,0,1
2224,吉林省,14.8,2,2,0,0,0,0,0,0,1,0,0,1
2225,山西省,679.9,15,590,0,0,0,210,340,0,0,0,0,2
2226,上海,53.94,9,9,0,0,0,2,6,0,0,0,0,1
2227,广东省,6.55,1,1,0,0,0,0,0,0,0,0,0,1
2228,四川省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
2229,河南省,16.8,1,2,0,0,0,0,2,0,0,0,0,1
223,湖南省,130.89,11,50,0,3,0,24,17,0,4,0,0,2
2230,河南省,24.28,4,4,0,0,0,2,2,0,0,0,0,1
2231,安徽省,111,2,40,0,0,0,40,0,0,0,0,0,1
2232,广东省,186.95,41,47,0,0,1,34,9,0,1,1,0,2
2233,河北省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2234,四川省,75.89,4,41,0,0,0,20,0,0,21,0,0,1
2235,重庆,64.96,23,25,3,1,2,10,6,0,2,1,0,1
2236,陕西省,212.55,7,74,19,0,0,0,40,0,0,0,0,7
2237,广东省,440,49,73,0,0,1,39,29,0,0,0,1,3
2238,山东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2239,福建省,25,1,20,20,0,0,0,0,0,0,0,0,1
224,广东省,283.37,16,49,0,7,0,22,20,0,0,0,0,1
2240,江西省,109.28,4,24,0,0,0,0,24,0,0,0,0,1
2241,北京,47.65,9,9,0,0,0,3,2,0,0,0,0,1
2242,海南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2243,福建省,12.75,1,1,0,0,0,1,0,0,0,0,0,1
2244,广东省,40.7,3,3,0,0,0,0,3,0,0,0,0,1
2245,广东省,858,1,260,0,0,0,0,0,0,260,0,0,1
2246,广东省,201.3,7,37,10,0,0,6,6,0,15,0,0,1
2247,湖北省,59.3,1,7,0,0,0,0,7,0,0,0,0,1
2248,江西省,64.1,12,13,2,0,0,3,5,0,0,0,0,1
2249,黑龙江省,22.9,1,1,0,0,0,0,1,0,0,0,0,1
225,河南省,64.9,13,39,0,0,2,7,12,0,0,0,0,1
2250,黑龙江省,410.73,18,181,10,4,0,24,143,0,0,0,0,1
2251,天津,22.9,1,1,0,0,0,0,1,0,0,0,0,1
2252,安徽省,65.5,2,15,0,0,0,0,15,0,0,0,0,1
2253,北京,25,1,20,20,0,0,0,0,0,0,0,0,1
2254,广东省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
2255,贵州省,59.3,2,7,0,0,0,0,7,0,0,0,0,1
2256,浙江省,40.31,8,17,9,0,0,3,5,0,0,0,0,1
2257,江苏省,62.48,15,16,0,0,1,6,6,0,0,1,0,1
2258,吉林省,67.7,3,3,0,0,0,0,2,0,0,0,0,1
2259,河北省,24.21,1,4,0,0,0,0,4,0,0,0,0,1
226,江苏省,59.76,1,24,0,0,0,24,0,0,0,0,0,1
2260,黑龙江省,210.31,17,71,17,0,0,10,39,0,3,0,0,3
2261,上海,181.4,31,80,0,0,0,10,65,0,4,0,0,1
2262,江西省,32.94,3,3,0,0,0,0,2,0,0,1,0,1
2263,河南省,2100,6,600,0,0,0,600,0,0,0,0,0,6
2264,山东省,57.49,19,23,0,1,0,14,5,0,1,0,0,1
2265,浙江省,39.18,7,7,0,0,1,1,3,0,0,0,0,1
2266,吉林省,29.5,1,5,0,0,0,0,5,0,0,0,0,1
2267,江苏省,10.79,1,1,0,0,0,0,1,0,0,0,0,1
2268,安徽省,36.32,4,17,0,4,0,9,4,0,0,0,0,1
2269,河南省,31.71,7,11,0,0,0,2,9,0,0,0,0,1
227,江苏省,60.56,2,14,0,0,0,0,14,0,0,0,0,1
2270,浙江省,84.85,5,11,0,0,0,10,1,0,0,0,0,5
2271,湖南省,218.6,5,203,163,0,0,0,40,0,0,0,0,3
2272,陕西省,71,1,20,0,0,0,0,20,0,0,0,0,1
2273,江苏省,32.92,5,12,0,0,0,2,10,0,0,0,0,1
2274,山东省,18.3,1,7,0,0,0,0,0,0,0,7,0,1
2275,福建省,95.46,1,60,0,0,0,0,60,0,0,0,0,1
2276,河北省,56.99,24,25,0,0,0,16,8,0,0,0,0,1
2277,广西壮族自治区,63.92,12,20,8,0,1,1,8,0,1,0,0,1
2278,湖南省,1165,31,223,0,0,0,73,137,0,10,0,0,4
2279,吉林省,57.25,1,59,0,0,0,0,59,0,0,0,0,1
228,江苏省,31.57,6,7,0,0,0,2,4,0,0,1,0,1
2280,福建省,58,1,20,0,0,0,0,20,0,0,0,0,1
2281,山西省,44.29,5,5,0,0,0,1,2,0,0,0,0,1
2282,广东省,31.46,7,7,0,0,0,2,3,0,0,0,0,1
2283,浙江省,13.73,1,1,0,0,0,0,1,0,0,0,0,1
2284,广东省,16.8,2,2,0,0,0,2,0,0,0,0,0,1
2285,福建省,161.85,3,30,0,0,0,0,30,0,0,0,0,3
2286,辽宁省,97.9,1,21,0,0,0,0,21,0,0,0,0,1
2287,河南省,83.77,12,36,7,0,3,0,23,0,3,0,0,1
2288,海南省,61.17,10,46,30,0,6,7,2,0,0,1,0,1
2289,河南省,79.7,3,13,0,0,0,0,13,0,0,0,0,1
229,福建省,31.84,10,10,0,0,0,4,5,0,0,0,0,1
2290,安徽省,83.81,3,5,0,0,0,0,0,0,0,0,0,1
2291,山西省,83.18,7,26,0,20,0,0,5,0,0,0,0,1
2292,浙江省,28.64,8,8,0,0,0,6,2,0,0,0,0,1
2293,湖南省,58.5,5,5,0,0,0,2,3,0,0,0,0,1
2294,上海,24,1,10,0,0,0,0,0,0,0,0,0,1
2295,重庆,10.9,1,1,0,0,0,0,1,0,0,0,0,1
2296,天津,58.1,3,9,0,0,0,0,9,0,0,0,0,1
2297,北京,20.7,3,3,0,0,0,3,0,0,0,0,0,1
2298,贵州省,96.04,1,20,0,0,0,0,20,0,0,0,0,1
2299,江西省,39.5,1,5,0,0,0,0,5,0,0,0,0,1
23,浙江省,21.57,1,1,0,0,0,0,1,0,0,0,0,1
230,广东省,17.9,1,1,0,1,0,0,0,0,0,0,0,1
2300,广东省,18.18,2,4,0,0,0,2,2,0,0,0,0,1
2301,陕西省,61.07,28,34,0,0,0,0,31,0,0,3,0,1
2302,吉林省,7.54,1,1,0,0,0,1,0,0,0,0,0,1
2303,江苏省,55.39,10,27,2,0,0,3,22,0,0,0,0,1
2304,广东省,180.75,10,49,0,0,5,6,18,0,0,0,0,2
2305,福建省,158.85,6,75,0,0,0,0,75,0,0,0,0,1
2306,湖北省,30.29,6,8,4,0,0,2,1,0,0,1,0,1
2307,山西省,56.13,17,20,0,0,0,14,5,0,0,1,0,1
2308,江苏省,14.96,4,4,0,0,0,0,0,0,4,0,0,1
2309,上海,189.36,14,82,10,0,0,0,70,0,2,0,0,1
231,河南省,94.66,38,43,0,0,1,8,28,0,1,1,0,1
2310,河南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2311,福建省,39.58,14,14,0,0,1,7,2,0,1,0,0,1
2312,广东省,14.9,1,1,0,0,0,0,1,0,0,0,0,1
2313,湖南省,54.25,9,11,0,0,0,5,6,0,0,0,0,1
2314,浙江省,20.8,1,2,0,0,0,2,0,0,0,0,0,1
2315,浙江省,14.76,5,5,0,0,1,2,2,0,0,0,0,1
2316,江苏省,58.33,14,14,0,0,2,6,4,0,0,0,0,1
2317,山西省,148.28,12,65,0,0,0,1,64,0,0,0,0,2
2318,四川省,49.5,1,50,0,0,0,50,0,0,0,0,0,1
2319,江西省,53.64,7,8,2,0,0,1,4,0,0,0,0,1
232,广东省,62.34,7,30,0,6,0,0,24,0,0,0,0,1
2320,贵州省,24.9,1,1,0,0,0,0,1,0,0,0,0,1
2321,安徽省,18.41,6,6,0,0,2,1,3,0,0,0,0,1
2322,广东省,124.14,15,18,0,0,1,3,6,0,0,1,0,1
2323,浙江省,71.58,21,27,3,0,1,4,19,0,0,0,0,2
2324,天津,59.18,6,36,4,0,0,0,32,0,0,0,0,1
2325,江苏省,24.17,2,6,0,0,0,0,6,0,0,0,0,1
2326,浙江省,62.61,10,27,0,8,0,1,18,0,0,0,0,1
2327,海南省,9.9,1,1,0,0,0,0,1,0,0,0,0,1
2328,广东省,26.99,4,4,0,0,1,0,2,0,0,0,0,1
2329,陕西省,85.42,4,5,0,0,0,0,2,0,0,2,0,1
233,安徽省,24.98,6,6,0,0,0,4,1,0,0,1,0,1
2330,广东省,73.5,1,15,0,0,0,0,15,0,0,0,0,1
2331,重庆,69.57,12,20,0,0,0,11,6,0,3,0,0,1
2332,陕西省,60.5,6,15,0,0,0,4,5,0,0,0,0,1
2333,福建省,102.22,28,37,3,0,0,11,14,0,5,0,0,2
2334,安徽省,17.45,1,5,0,0,0,5,0,0,0,0,0,1
2335,重庆,162.29,1,14,0,14,0,0,0,0,0,0,0,1
2336,吉林省,44.5,1,5,0,0,0,5,0,0,0,0,0,1
2337,河北省,18.47,4,4,0,0,0,0,0,0,0,0,0,1
2338,江西省,19,4,7,0,0,0,0,1,0,0,0,0,1
2339,辽宁省,8.79,1,1,0,0,0,0,1,0,0,0,0,1
234,山东省,149.19,25,57,0,0,2,24,28,0,1,0,0,2
2340,浙江省,24.8,1,2,0,0,0,0,2,0,0,0,0,1
2341,河南省,590,17,250,0,0,0,185,65,0,0,0,0,1
2342,北京,22.56,4,4,0,0,0,0,4,0,0,0,0,1
2343,广东省,58.35,5,25,0,0,0,0,19,0,0,0,0,1
2344,辽宁省,215.6,2,50,0,0,0,0,50,0,0,0,0,1
2345,河南省,21.9,1,1,0,0,0,0,1,0,0,0,0,1
2346,浙江省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2347,浙江省,16.08,3,4,0,0,0,2,0,0,1,1,0,1
2348,广东省,170.56,25,57,0,9,0,25,21,0,0,0,0,2
2349,黑龙江省,88.3,11,33,0,0,2,0,22,0,2,0,0,1
235,辽宁省,102.4,1,60,0,0,0,0,60,0,0,0,0,1
2350,黑龙江省,53.31,24,30,0,2,0,25,1,0,0,0,0,1
2351,北京,34.9,1,1,0,0,0,0,0,0,0,0,0,1
2352,河北省,11.9,1,1,0,0,0,0,1,0,0,0,0,1
2353,四川省,73.01,16,16,0,1,0,4,5,0,1,1,0,1
2354,山东省,20.59,1,1,0,0,0,1,0,0,0,0,0,1
2355,黑龙江省,98,1,20,0,0,0,0,20,0,0,0,0,1
2356,天津,48.03,6,8,0,0,0,1,6,0,0,0,0,1
2357,重庆,25.7,3,3,0,0,0,1,2,0,0,0,0,1
2358,黑龙江省,130.98,24,97,45,0,0,13,23,0,0,0,0,1
2359,江西省,58.44,7,10,0,1,1,3,2,0,2,0,0,2
236,广东省,23,1,5,0,0,0,0,5,0,0,0,0,1
2360,海南省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2361,广东省,44.9,1,1,0,1,0,0,0,0,0,0,0,1
2362,上海,58.57,1,24,0,0,0,24,0,0,0,0,0,1
2363,陕西省,57.44,7,41,0,0,0,11,9,0,0,0,0,1
2364,广东省,56.8,2,2,0,2,0,0,0,0,0,0,0,1
2365,浙江省,16.7,1,3,0,0,0,0,3,0,0,0,0,1
2366,安徽省,86.03,13,33,0,0,2,6,15,0,0,0,0,1
2367,江苏省,13.9,1,1,0,0,0,0,1,0,0,0,0,1
2368,四川省,174.44,12,74,0,6,0,26,34,0,0,8,0,1
2369,江西省,39.8,8,13,0,0,0,1,9,0,0,0,0,1
237,江苏省,75.96,5,5,0,0,0,1,1,0,2,1,0,3
2370,浙江省,283.8,13,124,0,0,0,62,16,0,20,0,0,2
2371,湖南省,46.4,2,6,0,0,0,0,6,0,0,0,0,1
2372,广东省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2373,山东省,120.46,10,19,0,0,1,5,10,0,0,3,0,1
2374,江苏省,91.14,1,20,0,0,0,0,20,0,0,0,0,1
2375,浙江省,24.5,1,5,0,0,0,5,0,0,0,0,0,1
2376,广西壮族自治区,63.67,11,11,0,0,1,6,1,0,0,1,0,1
2377,河南省,15.67,2,2,0,0,0,0,2,0,0,0,0,1
2378,浙江省,220,1,115,0,0,0,115,0,0,0,0,0,1
2379,湖北省,58.28,5,18,0,1,0,0,17,0,0,0,0,1
238,广东省,22.55,1,1,0,0,0,0,1,0,0,0,0,1
2380,陕西省,67.11,24,46,0,0,0,0,46,0,0,0,0,1
2381,福建省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2382,山西省,243.13,35,76,14,1,0,14,46,0,0,1,0,2
2383,贵州省,25.8,2,2,0,0,0,0,2,0,0,0,0,2
2384,北京,8.9,1,2,0,0,0,0,0,0,0,0,0,1
2385,北京,20.54,5,6,0,1,0,2,3,0,0,0,0,1
2386,江西省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2387,江西省,58.45,1,15,0,0,0,0,15,0,0,0,0,1
2388,浙江省,12.9,1,1,0,0,0,1,0,0,0,0,0,1
2389,浙江省,20.9,1,1,0,0,0,0,1,0,0,0,0,1
239,湖南省,59.99,6,8,0,0,0,5,3,0,0,0,0,1
2390,江苏省,54.6,8,8,0,1,1,3,3,0,0,0,0,1
2391,安徽省,156.1,1,29,0,0,0,0,29,0,0,0,0,1
2392,广东省,13.38,1,5,0,0,0,0,5,0,0,0,0,1
2393,河南省,27.39,7,21,10,0,3,2,5,0,0,0,0,1
2394,湖南省,17.9,1,1,0,0,0,0,1,0,0,0,0,1
2395,广东省,17.9,1,1,0,1,0,0,0,0,0,0,0,1
2396,安徽省,14.8,1,2,0,0,0,0,2,0,0,0,0,1
2397,湖南省,14.98,1,2,0,2,0,0,0,0,0,0,0,1
2398,陕西省,242.29,17,137,0,0,0,20,14,0,5,0,0,1
2399,浙江省,30.4,3,6,0,0,0,6,0,0,0,0,0,1
24,上海,124.5,1,50,0,0,0,50,0,0,0,0,0,1
240,广东省,22.11,1,5,0,0,0,0,5,0,0,0,0,1
2400,云南省,250,3,70,20,0,0,0,50,0,0,0,0,3
2401,湖北省,66.85,13,28,0,0,0,5,23,0,0,0,0,1
2402,广东省,58.05,3,95,0,0,0,0,95,0,0,0,0,1
